obs,total_shares,share_std,share_mean,num_participants,total_percent,percent_std,percent_mean,total_share_change,num_significant_changes,top_participant_shares,top_participant_percent,top3_percent
104,3379001357,73547757.39386688,8007112.220379147,422,31.18,0.6954856580625848,0.07388625592417061,-549282.0,8,2517344840,23.79,19.98
105,3378996857,73638312.70255297,8026120.800475059,421,31.14,0.6960967289352713,0.0739667458432304,-35500.0,15,2519639848,23.8,19.99
106,3379054967,73711232.06738177,8026258.828978622,421,31.16,0.6968622121004593,0.07401425178147268,58110.0,5,2520751607,23.81,20.009999999999998
107,3379083467,73643753.08940043,8007306.793838862,422,31.16,0.6963416125950552,0.0738388625592417,27000.0,5,2523259020,23.84,20.04
108,3379091467,73613210.65033111,8007325.751184834,422,31.169999999999998,0.6959298092156669,0.07386255924170616,8000.0,9,2523615785,23.84,20.03
109,3378904467,73579454.81157899,8006882.623222749,422,31.169999999999998,0.6958338937336227,0.07386255924170616,-186718.0,7,2524002681,23.86,20.05
110,3378912737,73476012.31975035,7987973.373522459,423,31.169999999999998,0.6945762232311059,0.07368794326241135,4770.0,8,2524035276,23.85,20.04
111,3379075737,73457220.14362358,7969518.247641509,424,31.16,0.6943480605756817,0.07349056603773585,147000.0,12,2524821627,23.85,20.03
112,3379099237,73459721.37267198,7988414.271867612,423,31.169999999999998,0.6945543881687256,0.07368794326241135,45000.0,13,2521915493,23.83,20.0
113,3379112237,73532903.50814454,8007374.969194313,422,31.16,0.6949139645694079,0.0738388625592417,205000.0,5,2521613859,23.81,19.990000000000002
114,3379129737,73538460.23204796,8007416.438388625,422,31.18,0.6952824176104305,0.07388625592417061,17500.0,6,2523493695,23.85,20.02
115,3379145237,73413191.23750488,7988523.01891253,423,31.19,0.6941801027369688,0.07373522458628842,-176500.0,6,2523034417,23.85,20.02
116,3379265737,73347146.75660613,7988807.888888889,423,31.17,0.6931459411659024,0.07368794326241135,333000.0,15,2521750339,23.82,19.990000000000002
117,3379305237,73336382.09458256,8026853.294536817,421,31.18,0.6931366840988651,0.07406175771971496,167500.0,13,2515001850,23.75,19.93
118,3379336237,73334610.16137126,8026926.928741093,421,31.18,0.6930645445004164,0.07406175771971496,31000.0,5,2517626279,23.78,19.95
119,3379314237,73306201.68353976,8026874.672209026,421,31.18,0.6930398091951746,0.07406175771971496,-22000.0,8,2516318349,23.77,19.95
120,3379475737,73278511.219615,8027258.2826603325,421,31.16,0.6925610097149238,0.07401425178147268,161500.0,8,2515522067,23.759999999999998,19.94
121,3379500237,73336446.19765669,8027316.477434679,421,31.169999999999998,0.6931579483850293,0.07403800475059381,-91500.0,10,2514693732,23.75,19.939999999999998
122,3379502737,73443562.47725247,8046435.088095238,420,31.21,0.6943933321039435,0.07430952380952381,18920.0,8,2514697389,23.759999999999998,19.95
123,3379531605,73233326.16077398,8027390.985748218,421,31.2,0.6922602575791159,0.07410926365795724,-44632.0,8,2508152590,23.7,19.89
124,3379544605,73250921.37644854,8046534.773809524,420,31.19,0.6926884968559488,0.07426190476190477,26000.0,8,2514169875,23.76,19.94
125,3379468105,73150356.08220816,8046352.630952381,420,31.2,0.6915792271897672,0.07428571428571429,-76500.0,3,2513967217,23.75,19.880000000000003
126,3379410105,73145361.07317322,8046214.535714285,420,31.2,0.6915819879783939,0.07428571428571429,-58000.0,4,2512915396,23.75,19.880000000000003
127,3379430105,73090583.49361783,8027149.893111639,421,31.21,0.6910719908592481,0.07413301662707839,-34500.0,11,2513133592,23.75,19.88
128,3379443604,73156251.50235805,8046294.295238095,420,31.2,0.6914163211488717,0.07428571428571429,15499.0,5,2512617451,23.73,19.87
129,3379411104,73122728.48794562,8027104.760095011,421,31.2,0.6912214705623378,0.07410926365795724,-36500.0,13,2511082850,23.73,19.86
130,3379437104,73090108.62431641,8027166.517814727,421,31.21,0.6908125108316968,0.07413301662707839,26000.0,12,2514060030,23.75,19.880000000000003
131,3379356104,72819644.3745078,8026974.118764846,421,31.22,0.6886391439664706,0.07415676959619952,-81000.0,11,2507155080,23.7,19.83
132,3379360104,72851802.2138717,8046095.485714286,420,31.21,0.688451099134524,0.07430952380952381,-9420.0,14,2504617529,23.650000000000002,19.8
133,3379368604,72986855.06090152,8084613.885167464,418,31.23,0.6902312814868793,0.07471291866028708,51500.0,15,2502917802,23.66,19.810000000000002
134,3379441604,72940969.26878466,8084788.52631579,418,31.19,0.6894633313426761,0.07461722488038278,61000.0,12,2499921955,23.62,19.77
135,3379494104,72941969.19847585,8084914.124401914,418,31.2,0.6898211566999175,0.07464114832535886,36500.0,12,2502219950,23.650000000000002,19.8
136,3379526604,72730572.94151497,8084991.875598086,418,31.16,0.6877286210434396,0.07454545454545454,32500.0,12,2494866634,23.58,19.72
137,3379544604,72852790.47661218,8123905.298076923,416,31.19,0.6888359305232239,0.07497596153846155,66500.0,10,2492474436,23.55,19.71
138,3379712604,72864431.73016804,8143885.792771084,415,31.2,0.6888332245338475,0.07518072289156626,173500.0,16,2490738056,23.53,19.7
139,3379724604,72710689.17389718,8124337.990384615,416,31.2,0.687571244939366,0.075,-30500.0,11,2492991765,23.560000000000002,19.69
140,3379767604,72848240.92941877,8144018.322891566,415,31.22,0.6885210525042609,0.0752289156626506,50000.0,10,2495092472,23.57,19.7
141,3378789604,72806074.19954303,8161327.545893719,414,31.23,0.6885055432932943,0.07543478260869566,-977999.0,11,2495757449,23.59,19.71
142,3378820104,73028615.74732567,8201019.669902912,412,31.18,0.6901428141437134,0.07567961165048544,36000.0,11,2494366147,23.55,19.689999999999998
143,3378887604,72975019.52962866,8201183.504854369,412,31.19,0.6898599876878051,0.07570388349514563,67500.0,11,2487954455,23.5,19.64
144,3378885104,72647141.80683619,8161558.222222222,414,31.19,0.6865633662147279,0.07533816425120773,-34000.0,12,2486828833,23.490000000000002,19.61
145,3378903104,72147669.0165692,8102885.1414868105,417,31.21,0.6821653428395553,0.07484412470023981,60500.0,13,2479256733,23.43,19.55
146,3378904604,71775200.25660627,8064211.465393795,419,31.17,0.6785005276714268,0.07439140811455848,-94000.0,10,2479853321,23.43,19.54
147,3378827104,72148566.25417899,8102702.887290168,417,31.19,0.6819690236484435,0.07479616306954437,6000.0,10,2484660713,23.48,19.58
148,3378836604,72273381.96581136,8102725.669064748,417,31.169999999999998,0.6830738615899323,0.07474820143884892,3000.0,16,2496160330,23.58,19.68
149,3378791104,72368527.47005467,8122094.0,416,31.169999999999998,0.6839048017958124,0.0749278846153846,-43000.0,6,2496366749,23.58,19.68
150,3378840604,72525012.8476486,8141784.587951807,415,31.189999999999998,0.6854434807217546,0.07515662650602409,69500.0,8,2496777537,23.59,19.68
151,3379241404,72559618.20052655,8162418.850241546,414,31.21,0.6858809364556978,0.0753864734299517,402300.0,7,2494905822,23.58,19.669999999999998
152,3379217404,72635477.3104271,8182124.464891041,413,31.22,0.6867797721889495,0.07559322033898305,-16000.0,9,2495029188,23.58,19.68
153,3378630404,72603489.96953039,8180703.157384988,413,31.19,0.6863089207115154,0.07552058111380146,-587000.0,8,2494439320,23.57,19.669999999999998
154,3378610404,72606342.38154867,8180654.731234867,413,31.18,0.6861575564993407,0.07549636803874092,-20000.0,13,2492758918,23.55,19.65
155,3379207404,72516580.44939342,8182100.25181598,413,31.169999999999998,0.6855906547977978,0.07547215496368039,597000.0,9,2493532045,23.56,19.65
156,3379159404,72255423.26932625,8181984.02905569,413,31.169999999999998,0.6831861267693824,0.07547215496368039,-48000.0,11,2492298833,23.55,19.63
157,3379203904,72305387.35941334,8201951.223300971,412,31.169999999999998,0.6836255200935977,0.07565533980582524,74500.0,2,2491448856,23.54,19.62
158,3379203404,72477132.7084714,8221906.092457421,411,31.19,0.685262902818668,0.07588807785888078,33500.0,6,2492744316,23.56,19.63
159,3378917904,72479216.94897947,8221211.445255474,411,31.169999999999998,0.6849774527203562,0.07583941605839416,-285500.0,6,2491616218,23.53,19.61
160,3378972904,72370698.25120738,8201390.543689321,412,31.169999999999998,0.6842463007877596,0.07565533980582524,21000.0,8,2488860010,23.509999999999998,19.59
161,3379193920,72367516.1507053,8201926.990291262,412,31.189999999999998,0.6840581211234219,0.07570388349514563,221016.0,9,2487483461,23.5,19.57
162,3379160420,72260054.57338439,8181986.489104116,413,31.18,0.6830002758470638,0.07549636803874092,-115500.0,7,2486111589,23.48,19.55
163,3379193420,72295604.92570218,8221881.800486618,411,31.18,0.6831954481802547,0.07586374695863747,197500.0,7,2484508106,23.47,19.54
164,3379227920,72233596.12787266,8202009.514563107,412,31.17,0.6828317363673096,0.07565533980582524,-55500.0,10,2484379794,23.48,19.55
165,3379396920,72088166.48239626,8202419.708737864,412,31.18,0.68145205940477,0.07567961165048544,169000.0,6,2480576819,23.44,19.51
166,3379373420,72133306.83265173,8182502.227602906,413,31.2,0.6821286685370046,0.07554479418886198,-98000.0,5,2484558232,23.49,19.56
167,3379484920,72205725.47299848,8202633.300970874,412,31.19,0.6824595847748506,0.07570388349514563,141762.0,9,2483886816,23.47,19.54
168,3379524420,72185458.97656491,8202729.174757281,412,31.19,0.6825223290266175,0.07570388349514563,10238.0,5,2481600330,23.45,19.52
169,3379516920,72179781.16848707,8202710.970873786,412,31.2,0.6822427619706267,0.07572815533980583,-7500.0,6,2481689980,23.45,19.52
170,3379864420,72152356.03117523,8203554.417475728,412,31.19,0.6822320884889226,0.07570388349514563,347500.0,4,2481010609,23.45,19.52
171,3380763795,72197934.47134021,8225702.6642335765,411,31.2,0.6823723553408739,0.07591240875912408,919375.0,10,2475786379,23.39,19.45
172,3380684295,72298050.28626637,8245571.451219512,410,31.21,0.6836339222235581,0.0761219512195122,-45762.0,7,2475248408,23.4,19.46
173,3380826795,72335687.71425068,8245919.0121951215,410,31.2,0.6837340953886755,0.07609756097560975,142500.0,5,2477794277,23.41,19.47
174,3380832295,72108947.47233029,8205903.6286407765,412,31.21,0.6817768162111768,0.07575242718446602,-29238.0,8,2476824711,23.41,19.47
175,3380838295,72553680.32261959,8245947.060975609,410,31.21,0.6856427282934675,0.0761219512195122,9000.0,7,2473164553,23.36,19.42
176,3380846295,72572806.91011915,8245966.573170732,410,31.22,0.6859068760338348,0.07614634146341463,8000.0,5,2474806842,23.38,19.44
177,3380889795,72354403.89142412,8246072.6707317075,410,31.220000000000002,0.6839303057537308,0.07614634146341465,43500.0,7,2465753237,23.29,19.35
178,3380846295,72460306.64578544,8245966.573170732,410,31.2,0.6847132001777855,0.07609756097560975,-43500.0,6,2474759268,23.37,19.43
179,3380849295,72218697.29631177,8225910.693430657,411,31.23,0.6828953351801086,0.07598540145985401,1500.0,13,2475753797,23.4,19.45
180,3380866395,72208895.86687978,8225952.299270073,411,31.22,0.6824216123610004,0.0759610705596107,17100.0,5,2475827461,23.39,19.44
181,3380904395,72284411.92854457,8246108.280487805,410,31.23,0.6831812684756807,0.07617073170731707,40000.0,6,2471030520,23.35,19.4
182,3380945895,72338206.1423298,8246209.5,410,31.21,0.6837125997646002,0.0761219512195122,41500.0,6,2473614081,23.37,19.42
183,3380935395,72717360.61544505,8266345.709046455,409,31.22,0.6874129156566192,0.07633251833740831,89500.0,4,2473728758,23.37,19.419999999999998
184,3380937027,72658101.69894636,8266349.699266504,409,31.23,0.686758284179248,0.07635696821515893,1632.0,6,2470475567,23.34,19.39
185,3380970027,72583121.42304766,8246268.358536585,410,31.24,0.6860297604696062,0.07619512195121951,-67000.0,9,2470911520,23.35,19.4
186,3380973027,72613354.67257397,8266437.718826406,409,31.259999999999998,0.6862533050458973,0.07643031784841076,27000.0,9,2465183594,23.29,19.34
187,3380987527,72394972.14062737,8226247.0243309,411,31.26,0.6843965021765969,0.07605839416058395,12500.0,9,2462204339,23.27,19.32
188,3380996027,72403336.17961371,8226267.705596107,411,31.259999999999998,0.6846391511690753,0.07605839416058394,-26000.0,8,2461507466,23.259999999999998,19.31
189,3381020527,72410222.83864687,8226327.316301703,411,31.28,0.6847117450992942,0.07610705596107056,24500.0,8,2462244600,23.27,19.31
190,3380707527,72436461.71056686,8245628.114634146,410,31.25,0.6847126362492297,0.07621951219512195,-259500.0,4,2462118030,23.26,19.3
191,3380735527,72514553.58239354,8245696.407317073,410,31.27,0.6853935219428928,0.07626829268292683,28000.0,3,2464830566,23.29,19.33
192,3380742527,72515585.17590757,8245713.480487805,410,31.27,0.6856414027915877,0.07626829268292683,7000.0,6,2464125262,23.28,19.32
193,3380846405,72502495.82037114,8245966.841463415,410,31.25,0.6855109640041743,0.07621951219512195,103878.0,3,2463157697,23.27,19.31
194,3380842905,72556010.32203898,8266119.572127139,409,31.26,0.6860239739280725,0.07643031784841076,33000.0,5,2454370475,23.19,19.23
195,3380845905,72478757.28583749,8266126.907090465,409,31.259999999999998,0.6849824462185832,0.07643031784841076,3000.0,6,2451268882,23.16,19.189999999999998
196,3380841905,72388784.00932764,8266117.127139364,409,31.24,0.6842550774575336,0.07638141809290953,-4000.0,9,2443810905,23.08,19.119999999999997
197,3380862905,72428502.87098482,8266168.47188264,409,31.27,0.6845668435351316,0.07645476772616137,21000.0,7,2446019159,23.11,19.14
198,3380835905,72382500.15976639,8225878.114355231,411,31.25,0.6841841064507352,0.07603406326034064,-64000.0,8,2451594669,23.17,19.2
199,3380840905,72378528.3821408,8225890.279805353,411,31.27,0.6841883088158991,0.07608272506082725,5000.0,6,2455740946,23.2,19.24
200,3380858905,72120017.56080738,8205968.216019417,412,31.26,0.6816132028068523,0.075873786407767,15000.0,12,2461119949,23.25,19.29
201,3380875905,72128286.0079921,8206009.47815534,412,31.240000000000002,0.6819533619515853,0.07582524271844661,17000.0,9,2463456362,23.28,19.32
202,3380949905,72274578.44705224,8226155.486618005,411,31.26,0.6833322489356572,0.07605839416058395,83500.0,6,2465425576,23.3,19.34
203,3380993905,72445416.41866875,8246326.597560976,410,31.25,0.6849418447355131,0.07621951219512195,45000.0,3,2467014441,23.31,19.36
204,3381081405,72594127.32234013,8266702.701711492,409,31.26,0.6864347152455657,0.07643031784841076,184000.0,20,2469508001,23.34,19.4
205,3381119905,72732329.66295487,8287058.590686275,408,31.25,0.6876005433932222,0.07659313725490197,75000.0,11,2470365722,23.34,19.4
206,3381897405,72700518.99157251,8268697.811735941,409,31.279999999999998,0.6874899822324501,0.07647921760391198,668000.0,7,2470455408,23.349999999999998,19.4
207,3382207905,72790956.77838625,8289725.257352941,408,31.259999999999998,0.6880152210206691,0.07661764705882353,315500.0,4,2471286744,23.349999999999998,19.4
208,3382476905,72687230.07578455,8270114.68215159,409,31.25,0.6871752648861604,0.07640586797066015,264000.0,9,2471134009,23.349999999999998,19.4
209,3382264505,72850050.60258783,8310232.199017199,407,31.25,0.6886949240190925,0.07678132678132678,-150900.0,4,2469654326,23.33,19.38
210,3382276505,72845360.87459786,8310261.683046683,407,31.25,0.6887010038862292,0.07678132678132678,12000.0,4,2468767994,23.33,19.38
211,3382265505,72765908.49937658,8289866.43382353,408,31.25,0.6880588449436,0.07659313725490197,-47500.0,6,2467295464,23.31,19.369999999999997
212,3382230411,72850057.44320937,8310148.42997543,407,31.259999999999998,0.6887409939973316,0.0768058968058968,-29094.0,8,2468269785,23.33,19.38
213,3382185411,72810003.27076174,8289670.125,408,31.24,0.6881567376146231,0.07656862745098039,-49000.0,4,2469416183,23.32,19.38
214,3382193411,72735096.90722032,8269421.542787286,409,31.25,0.6875589397657168,0.07640586797066015,6000.0,6,2470030268,23.34,19.4
215,3382243911,72812731.04256871,8289813.507352941,408,31.259999999999998,0.6884871645904169,0.07661764705882353,54500.0,9,2469917028,23.349999999999998,19.4
216,3382387911,72765370.41957462,8269897.092909535,409,31.240000000000002,0.6879317619252879,0.07638141809290953,138000.0,7,2471051002,23.35,19.400000000000002
217,3382393411,72674362.22262965,8249740.026829268,410,31.23,0.6871778650481817,0.07617073170731707,-54500.0,6,2472311719,23.36,19.41
218,3382377411,72895292.86736673,8269871.420537897,409,31.27,0.6889871783241721,0.07645476772616137,14500.0,5,2476007537,23.39,19.44
219,3382266411,72917679.1093421,8269600.026894866,409,31.26,0.6894392227192132,0.07643031784841076,-63000.0,3,2476351422,23.4,19.45
220,3382371911,72942950.32644586,8269857.973105134,409,31.240000000000002,0.6896820887738315,0.07638141809290953,203500.0,6,2478476183,23.42,19.47
221,3382322911,72871273.59468016,8249568.075609756,410,31.25,0.6887397517089552,0.07621951219512195,-81500.0,6,2478041577,23.41,19.46
222,3382311911,73016844.58020462,8269711.273838631,409,31.25,0.6901048098607436,0.07640586797066015,187903.0,6,2480605752,23.44,19.48
223,3382325411,72935542.77869335,8290013.262254902,408,31.25,0.6894796750175954,0.07659313725490197,79000.0,3,2479621469,23.43,19.470000000000002
224,3382330411,72909921.43861745,8290025.517156863,408,31.25,0.6891382013729956,0.07659313725490197,5000.0,4,2478722277,23.419999999999998,19.47
225,3382329411,72771748.37522045,8269754.0611246945,409,31.259999999999998,0.6880093269575169,0.07643031784841076,-151000.0,7,2477195806,23.4,19.439999999999998
226,3382348411,72887863.07817847,8290069.634803922,408,31.27,0.6891879987912524,0.0766421568627451,132500.0,7,2477316104,23.41,19.44
227,3382365411,72832655.82708386,8269842.080684597,409,31.27,0.6885356004387685,0.07645476772616137,-48500.0,11,2479688096,23.43,19.45
228,3382466411,72954392.40559727,8290358.850490196,408,31.25,0.689572321363128,0.07659313725490197,190000.0,8,2482254005,23.450000000000003,19.470000000000002
229,3382494411,72941411.47055498,8270157.484107579,409,31.26,0.689633300299874,0.07643031784841076,27597.0,9,2483548452,23.47,19.490000000000002
230,3382453911,73009967.48100787,8270058.46210269,409,31.25,0.6903615432203906,0.07640586797066015,-40500.0,14,2490164038,23.54,19.560000000000002
231,3382479411,73022357.40845081,8249949.7829268295,410,31.22,0.690218262526759,0.07614634146341463,-63500.0,5,2491545048,23.54,19.57
232,3382483911,73131659.76580477,8270131.811735941,409,31.25,0.6914360883546706,0.07640586797066015,198657.0,7,2491069434,23.54,19.57
233,3382500911,73124354.90969346,8250002.221951219,410,31.27,0.6914486237145071,0.07626829268292683,-177157.0,9,2495918898,23.59,19.62
234,3382523911,73185790.90761633,8250058.319512195,410,31.25,0.691811413884723,0.07621951219512195,23000.0,12,2495647056,23.58,19.63
235,3382518411,73421632.63364731,8290486.301470588,408,31.26,0.6940589095379049,0.07661764705882353,82000.0,10,2498428360,23.61,19.650000000000002
236,3382521411,73475040.96011178,8290493.654411765,408,31.26,0.6947071437729654,0.07661764705882353,603000.0,8,2497449731,23.6,19.650000000000002
237,3383341411,73481203.31972364,8292503.458333333,408,31.27,0.6947385624531457,0.0766421568627451,154000.0,4,2499082151,23.61,19.650000000000002
238,3383368911,73098450.20344873,8292570.860294118,408,31.26,0.6911400195804773,0.07661764705882353,27500.0,15,2489102360,23.52,19.57
239,3383345911,72855834.03124772,8252063.197560975,410,31.26,0.6889168274428177,0.07624390243902439,-28500.0,34,2478986407,23.43,19.47
240,3383349411,72964873.67199731,8312897.815724816,407,31.259999999999998,0.6897073122106694,0.0768058968058968,311000.0,17,2476900063,23.4,19.48
241,3383317911,72641465.29618485,8292445.860294118,408,31.25,0.6867656711915892,0.07659313725490197,-287500.0,13,2481762795,23.45,19.54
242,3383267911,72544181.65886669,8292323.31127451,408,31.279999999999998,0.6856469293387898,0.07666666666666666,4460500.0,17,2476760562,23.4,19.5
243,3383273911,72625981.44163217,8312712.312039312,407,31.27,0.6867156274333,0.07683046683046683,44000.0,11,2479274828,23.43,19.52
244,3383330411,72262428.10292254,8272201.493887531,409,31.240000000000002,0.6830490402735165,0.07638141809290953,-4493000.0,12,2473116344,23.36,19.46
245,3383339911,72373358.0240694,8292499.781862745,408,31.240000000000002,0.6843006007830316,0.07656862745098039,9574.0,5,2476885206,23.400000000000002,19.5
246,3383342411,72431936.40820515,8312880.6167076165,407,31.25,0.6848355372992764,0.07678132678132678,62500.0,13,2474009841,23.38,19.47
247,3383345911,72366750.96053986,8312889.216216216,407,31.259999999999998,0.6839216957199645,0.0768058968058968,-55000.0,8,2475067076,23.38,19.439999999999998
248,3383305411,71955397.6862608,8292415.223039215,408,31.27,0.680338295231122,0.0766421568627451,-48500.0,8,2475225864,23.39,19.439999999999998
249,3383233411,72348441.17057224,8292238.75245098,408,31.26,0.6836944953920127,0.07661764705882353,-94000.0,12,2475459904,23.38,19.43
250,3383246911,72252104.73713344,8271997.337408313,409,31.27,0.6832476501993605,0.07645476772616137,-187500.0,15,2477121508,23.41,19.47
251,3383269911,72378629.68967278,8272053.572127139,409,31.27,0.6843552128721608,0.07645476772616137,23000.0,13,2473018064,23.37,19.43
252,3383273911,72113898.73310338,8231810.0024330905,411,31.27,0.6818582807967444,0.07608272506082725,2926.0,11,2474041977,23.38,19.43
253,3383347411,71759325.95916665,8231988.834549879,411,31.24,0.6782597098836046,0.07600973236009732,73500.0,9,2463975000,23.28,19.33
254,3383252411,71375361.63667518,8211777.696601942,412,31.23,0.6749152162300178,0.07580097087378641,36998.0,36,2452545244,23.169999999999998,19.21
255,3383257911,71985990.67612828,8231771.072992701,411,31.25,0.6805174421576323,0.07603406326034064,6000.0,13,2461954728,23.26,19.3
256,3383269411,72134063.67265716,8251876.612195122,410,31.25,0.6820898424427498,0.07621951219512195,107500.0,11,2471873427,23.36,19.41
257,3383266411,72240069.17645429,8251869.295121951,410,31.26,0.682662727870691,0.07624390243902439,-233998.0,20,2477194068,23.400000000000002,19.47
258,3383264827,72404978.53532094,8292315.75245098,408,31.26,0.6843981418677234,0.07661764705882353,104416.0,9,2474144128,23.37,19.46
259,3383273327,72292081.4691842,8272061.924205379,409,31.26,0.6832774754741586,0.07643031784841076,-96500.0,12,2474140764,23.37,19.46
260,3383253327,72168771.61332816,8231759.919708029,411,31.27,0.6820961115084843,0.07608272506082725,-42000.0,16,2472608537,23.35,19.45
261,3383251127,72279464.06256483,8251832.01707317,410,31.26,0.6833235613605062,0.07624390243902439,50800.0,10,2472786305,23.36,19.45
262,3383234127,72249687.20622054,8251790.553658537,410,31.27,0.6830164479610584,0.07626829268292683,-17000.0,2,2471949580,23.36,19.45
263,3383266127,72275495.1133307,8251868.6024390245,410,31.24,0.6830767163834116,0.07619512195121951,32000.0,6,2466968911,23.3,19.4
264,3383293627,72166044.56520522,8211877.735436893,412,31.25,0.6820253983289041,0.07584951456310679,-102000.0,4,2471578703,23.35,19.45
265,3383308627,72565561.6005238,8272148.2322738385,409,31.29,0.6861667111578807,0.0765036674816626,100500.0,11,2472049698,23.36,19.47
266,3383400627,72593701.47322646,8272373.171149144,409,31.27,0.6859424592378728,0.07645476772616137,92000.0,6,2474610536,23.369999999999997,19.48
267,3383377127,72434262.88136451,8252139.334146341,410,31.259999999999998,0.684829705260532,0.07624390243902439,-33500.0,8,2474263675,23.369999999999997,19.49
268,3383429627,72507881.96930853,8252267.382926829,410,31.28,0.685586438739131,0.07629268292682927,52500.0,9,2476058042,23.4,19.52
269,3383461627,72346594.14692283,8212285.502427184,412,31.259999999999998,0.684063971334615,0.07587378640776699,-7500.0,7,2474555002,23.38,19.509999999999998
270,3383456127,72429448.36730753,8212272.152912621,412,31.27,0.6849422653461633,0.07589805825242718,-5500.0,7,2476144067,23.400000000000002,19.53
271,3383722127,72635858.66476646,8252980.797560976,410,31.28,0.6868334997840064,0.07629268292682927,457500.0,3,2475793375,23.4,19.53
272,3383725127,72273299.1797737,8212925.065533981,412,31.27,0.6832065653913076,0.07589805825242718,-1000.0,9,2473248326,23.36,19.5
273,3384332627,72376462.70753999,8214399.580097088,412,31.27,0.6841969518357486,0.07589805825242718,535000.0,8,2480162776,23.43,19.53
274,3384343117,72584352.86919497,8254495.407317073,410,31.29,0.6862180446784161,0.0763170731707317,17990.0,14,2480274706,23.43,19.529999999999998
275,3384357617,72951452.74235259,8315374.980343981,407,31.3,0.6898745142959852,0.0769041769041769,98000.0,5,2480545335,23.44,19.54
276,3384506617,73034371.09380268,8336223.19458128,406,31.29,0.6904208987670026,0.07706896551724138,150000.0,4,2481341412,23.44,19.54
277,3384503617,73052473.06654046,8336215.80541872,406,31.29,0.6907634210596196,0.07706896551724138,-3000.0,4,2481188704,23.44,19.54
278,3384545117,72890656.22543167,8315835.668304669,407,31.3,0.689205473989143,0.0769041769041769,-149500.0,8,2479611915,23.43,19.53
279,3384096117,73218990.79213126,8355792.881481482,405,31.3,0.6924679860807508,0.07728395061728395,-406351.0,6,2483885965,23.48,19.59
280,3384081617,73100282.44566311,8335176.3965517245,406,31.29,0.6910371737315781,0.07706896551724138,-23649.0,5,2482806680,23.46,19.57
281,3384106117,73146977.52100302,8335236.74137931,406,31.29,0.6913647481504247,0.07706896551724138,18500.0,9,2484371395,23.47,19.58
282,3384097117,73193219.79707804,8376478.012376238,404,31.28,0.6921888229960002,0.07742574257425743,5000.0,7,2484688607,23.490000000000002,19.580000000000002
283,3384143367,72994447.84600118,8355909.548148148,405,31.29,0.689904674463063,0.07725925925925926,13750.0,12,2481345560,23.439999999999998,19.54
284,3384175877,73021354.07340407,8376672.962871287,404,31.28,0.6902668286396865,0.07742574257425743,33910.0,4,2480539939,23.43,19.53
285,3384576877,73014479.22706619,8377665.537128713,404,31.28,0.6902276439171983,0.07742574257425743,407500.0,7,2479806939,23.43,19.53
286,3384573477,73103286.33790532,8398445.35235732,403,31.3,0.6910000817982558,0.07766749379652606,2100.0,8,2479793502,23.42,19.52
287,3384600977,73175547.47020893,8398513.59057072,403,31.3,0.6919979859419275,0.07766749379652606,11500.0,8,2484535272,23.48,19.58
288,3384586427,73402553.43964882,8440365.154613467,401,31.27,0.693661415678425,0.07798004987531172,22450.0,13,2489136822,23.509999999999998,19.61
289,3384593427,73040295.31302877,8357020.807407407,405,31.27,0.6902853964955966,0.07720987654320988,-8400.0,7,2488397327,23.509999999999998,19.61
290,3384601927,73129572.51882444,8377727.5420792075,404,31.29,0.6913256837534131,0.07745049504950495,27500.0,9,2490333742,23.529999999999998,19.619999999999997
291,3384545427,73247101.93843305,8398375.749379653,403,31.27,0.6922613554360906,0.07759305210918115,46000.0,12,2485919712,23.48,19.56
292,3384539927,73391591.78082632,8377574.076732674,404,31.29,0.6939019639029992,0.07745049504950495,-6500.0,14,2489017567,23.52,19.6
293,3384574927,73422615.04406367,8356975.128395062,405,31.3,0.6940400670833257,0.07728395061728395,29500.0,11,2486491330,23.490000000000002,19.57
294,3384598927,73565786.90041961,8357034.387654321,405,31.29,0.6954592075391159,0.07725925925925926,10500.0,6,2491259372,23.53,19.61
295,3384593927,73511239.60550381,8357022.041975308,405,31.28,0.6947036242418599,0.07723456790123458,-5000.0,10,2488051081,23.5,19.57
296,3384605427,73375305.60021353,8336466.568965517,406,31.310000000000002,0.693595976473733,0.07711822660098523,-45000.0,7,2487947532,23.51,19.580000000000002
297,3384614427,73408002.9756576,8357072.65925926,405,31.310000000000002,0.6940456914577543,0.07730864197530865,24500.0,3,2488154314,23.51,19.57
298,3384621997,73399845.92460167,8377777.220297029,404,31.3,0.693886498882349,0.07747524752475247,33070.0,6,2488694267,23.509999999999998,19.57
299,3384662497,73446545.91843256,8377877.467821782,404,31.32,0.6941072863355544,0.07752475247524752,40500.0,6,2487854812,23.5,19.56
300,3384672997,73395275.64465842,8377903.4579207925,404,31.310000000000002,0.6936524952158011,0.0775,10500.0,7,2473837107,23.37,19.43
301,3384716997,73436751.37267143,8378012.368811881,404,31.3,0.6942179218076956,0.07747524752475247,44000.0,8,2472570633,23.36,19.42
302,3384705997,73571200.2016087,8398774.186104218,403,31.3,0.6954271521809235,0.07766749379652606,93732.0,7,2476193795,23.39,19.45
303,3384909047,73534311.22360371,8378487.74009901,404,31.31,0.6949762568020658,0.0775,98318.0,10,2476031968,23.39,19.46
304,3384972747,73778951.79356411,8399436.096774194,403,31.330000000000002,0.697636103023644,0.07774193548387097,64700.0,5,2476324085,23.400000000000002,19.48
